customer_id,region,segment,industry,tenure_months,credit_limit,avg_balance,annual_spend,prior_late_count,days_since_last_order,orders_per_year,discount_rate,avg_order_value,noise_a,noise_b,days_to_pay,defaulted
C-01199,Mountain North,School District,Public Sector,25,32275.62,14756.82,101512.55,5,11,4,3.48,25378.14,45.142,3.937,53.8,1
C-01200,Desert Southwest,Resort,Hospitality,69,105662.67,67088.56,932159.72,3,50,23,1.2,40528.68,25.328,88.587,90.4,0
C-01201,Desert Southwest,School District,Public Sector,17,26724.43,7866.73,60586.21,2,30,8,1.36,7573.28,52.734,45.715,41.6,0
C-01202,Mountain North,Outdoor Retail,Retail,21,70222.18,44516.05,366787.14,2,31,17,4.25,21575.71,51.035,38.319,53.5,0
C-01203,Mountain Central,Resort,Hospitality,44,27826.99,11703.91,95353.54,2,48,17,1.41,5609.03,46.829,55.77,25.1,0
C-01204,Desert Southwest,Outdoor Retail,Retail,17,55386.19,28687.94,269296.44,2,16,16,4.25,16831.03,46.787,63.97,50.0,0
C-01205,Mountain North,School District,Public Sector,5,41281.9,17844.41,138616.8,2,130,10,3.62,13861.68,57.661,85.6,35.9,0
C-01206,Mountain North,Outdoor Retail,Retail,15,19747.78,6671.03,42412.43,0,23,6,5.48,7068.74,35.335,25.295,18.3,0
C-01207,Mountain North,Outdoor Retail,Retail,14,65535.64,37608.15,397831.02,1,44,19,5.13,20938.47,58.113,29.75,41.9,1
C-01208,Mountain Central,Outdoor Retail,Retail,27,34193.15,17679.71,146595.72,1,17,15,5.98,9773.05,65.503,67.745,27.5,1
C-01209,Mountain North,School District,Public Sector,17,29859.69,13659.62,104758.83,3,41,17,2.41,6162.28,21.647,36.271,46.9,0
C-01210,Mountain North,Outdoor Retail,Retail,15,16492.46,4803.22,18642.3,2,24,15,6.34,1242.82,47.037,79.06,23.3,0
C-01211,Mountain North,Outdoor Retail,Retail,17,27087.06,14502.79,97719.76,6,26,19,3.27,5143.15,36.437,41.74,46.5,0
C-01212,Mountain Central,Outdoor Retail,Retail,33,30809.95,11961.23,84287.57,1,10,15,1.75,5619.17,48.97,31.678,34.8,0
C-01213,Desert Southwest,Outdoor Retail,Retail,23,53659.31,29498.81,294627.61,5,31,11,8.28,26784.33,48.107,85.322,49.1,1
C-01214,Mountain Central,Outdoor Retail,Retail,45,19952.58,7343.92,37150.96,2,9,17,2.57,2185.35,47.324,74.124,28.4,0
C-01215,Mountain North,School District,Public Sector,36,31477.52,15837.74,116983.1,1,19,18,0.55,6499.06,79.343,82.767,31.4,0
C-01216,Mountain Central,School District,Public Sector,26,27185.16,11736.69,97004.42,1,13,6,1.47,16167.4,43.717,72.22,32.6,0
C-01217,Desert Southwest,School District,Public Sector,37,59837.6,29225.25,262684.51,1,34,10,3.76,26268.45,55.733,57.383,57.8,0
C-01218,Mountain Central,Resort,Hospitality,72,89191.28,52261.36,592322.34,1,63,22,5.82,26923.74,40.016,27.681,61.5,0
C-01219,Mountain North,Resort,Hospitality,6,35704.53,15964.5,150425.84,2,13,18,2.86,8356.99,23.797,64.222,44.3,0
C-01220,Mountain Central,School District,Public Sector,22,34489.98,12768.99,111020.82,0,19,14,3.84,7930.06,20.364,28.027,33.4,0
C-01221,Mountain North,Outfitter,Recreation Services,21,56338.9,34520.99,402463.5,2,55,20,0.9,20123.18,60.498,73.474,49.5,0
C-01222,Mountain North,Outdoor Retail,Retail,15,26445.97,13451.13,99163.29,3,9,23,3.45,4311.45,45.71,90.911,31.0,0
C-01223,Mountain North,Outfitter,Recreation Services,25,51145.9,32642.18,306219.75,3,11,17,6.44,18012.93,37.27,70.003,38.9,0
C-01224,Mountain North,Outdoor Retail,Retail,33,60537.98,32262.23,321960.26,2,44,30,3.44,10732.01,48.586,44.773,40.4,1
C-01225,Mountain North,Outdoor Retail,Retail,31,34763.57,16536.76,133478.6,2,42,12,5.28,11123.22,70.676,97.377,41.8,0
C-01226,Mountain North,Outdoor Retail,Retail,20,21787.65,7961.16,36277.95,1,29,4,4.66,9069.49,44.246,12.768,19.2,1
C-01227,Mountain Central,Resort,Hospitality,15,13712.88,4799.61,23248.36,1,51,6,5.61,3874.73,88.302,47.293,20.1,0
C-01228,Desert Southwest,Resort,Hospitality,40,59715.37,42323.39,432381.39,1,20,18,5.27,24021.19,46.42,73.061,64.7,0
C-01229,Desert Southwest,Outfitter,Recreation Services,35,32047.17,14671.01,110998.78,0,60,8,5.21,13874.85,53.043,15.902,33.8,0
C-01230,Mountain North,Outfitter,Recreation Services,10,57397.65,31696.36,309664.74,1,4,31,4.44,9989.19,48.248,16.415,37.2,0
C-01231,Desert Southwest,Outfitter,Recreation Services,18,16883.51,6008.5,32268.83,0,36,8,7.45,4033.6,46.633,94.926,4.8,1
C-01232,Desert Southwest,Resort,Hospitality,12,86964.51,55000.54,706946.9,1,18,24,0.14,29456.12,48.948,71.694,71.0,0
C-01233,Mountain North,Resort,Hospitality,22,11586.77,4445.82,17646.93,0,23,9,1.7,1960.77,18.281,9.884,18.6,0
C-01234,Mountain North,Outfitter,Recreation Services,9,19158.38,9206.11,53136.55,3,79,2,6.18,26568.27,34.773,58.807,23.5,1
C-01235,Desert Southwest,Outfitter,Recreation Services,42,32834.49,13356.86,91479.13,4,64,7,2.42,13068.45,46.339,9.63,49.7,1
C-01236,Mountain Central,School District,Public Sector,36,123605.02,79239.68,835564.79,2,27,32,0.72,26111.4,46.96,5.939,95.2,0
C-01237,Desert Southwest,Outdoor Retail,Retail,16,30326.94,15038.86,124664.56,0,32,9,5.93,13851.62,62.284,60.238,27.5,0
C-01238,Mountain Central,Resort,Hospitality,63,48983.8,23983.63,235185.98,1,127,30,0.0,7839.53,59.647,44.743,38.7,0
C-01239,Mountain North,Outdoor Retail,Retail,19,35543.13,18218.79,140054.39,3,30,11,3.94,12732.22,69.622,58.677,36.2,0
C-01240,Desert Southwest,Outfitter,Recreation Services,42,19140.56,8672.24,54718.37,2,68,15,1.48,3647.89,29.918,75.02,34.4,0
C-01241,Mountain Central,Outdoor Retail,Retail,35,28633.42,10972.64,74345.28,0,14,7,7.45,10620.75,50.043,94.194,28.4,0
C-01242,Mountain North,Outdoor Retail,Retail,35,47235.79,23540.55,240482.34,2,26,14,4.39,17177.31,60.479,4.029,49.0,0
C-01243,Desert Southwest,School District,Public Sector,14,12168.09,3385.41,12085.44,0,37,11,1.19,1098.68,51.853,92.607,27.2,0
C-01244,Mountain Central,Outdoor Retail,Retail,63,6279.9,1204.33,2937.58,1,73,2,3.23,1468.79,58.412,27.205,14.6,0
C-01245,Mountain Central,Resort,Hospitality,11,27981.44,15084.8,104908.19,3,50,17,1.42,6171.07,79.867,34.592,45.9,0
C-01246,Mountain North,Outfitter,Recreation Services,8,35983.21,14642.6,132554.86,4,29,15,6.31,8836.99,44.378,62.514,30.5,0
C-01247,Mountain Central,Outfitter,Recreation Services,11,57581.37,27161.31,258475.59,3,21,16,4.55,16154.72,67.621,52.057,44.7,0
C-01248,Desert Southwest,School District,Public Sector,20,42870.68,16908.0,169303.25,0,38,31,2.45,5461.4,31.946,71.554,34.9,0
C-01249,Mountain Central,Outdoor Retail,Retail,6,37639.63,18381.24,159333.1,2,75,19,7.12,8385.95,56.68,49.466,35.9,0
C-01250,Mountain Central,Outdoor Retail,Retail,61,56992.4,35597.81,360485.33,1,68,31,3.61,11628.56,65.728,41.295,53.7,0
C-01251,Mountain North,Outdoor Retail,Retail,59,18918.97,8424.66,55810.42,3,56,11,3.36,5073.67,70.689,4.863,36.2,1
C-01252,Mountain North,Outdoor Retail,Retail,46,49012.06,26219.88,228373.61,3,12,17,0.0,13433.74,72.543,97.273,47.3,0
C-01253,Desert Southwest,Outdoor Retail,Retail,9,17656.42,4657.43,27868.84,0,39,13,4.8,2143.76,63.773,96.132,14.9,0
C-01254,Mountain Central,Resort,Hospitality,12,17780.6,7738.74,46637.89,2,23,9,2.93,5181.99,45.892,77.658,23.7,0
C-01255,Mountain Central,Outfitter,Recreation Services,14,17200.78,6828.51,34968.01,0,50,15,3.49,2331.2,57.505,5.24,28.7,0
C-01256,Desert Southwest,Resort,Hospitality,29,9357.71,1052.76,3801.11,1,24,15,2.49,253.41,16.139,62.539,16.1,0
C-01257,Mountain North,Outdoor Retail,Retail,29,24844.47,11062.25,83776.07,1,32,22,5.24,3808.0,42.843,77.528,37.3,0
C-01258,Desert Southwest,School District,Public Sector,20,30976.01,12775.56,102670.45,2,95,13,1.86,7897.73,51.669,95.464,32.5,0
C-01259,Desert Southwest,School District,Public Sector,56,24025.8,10933.76,80131.38,2,11,4,3.02,20032.85,45.928,12.65,50.7,0
C-01260,Mountain North,Outfitter,Recreation Services,19,19906.45,9000.57,63778.51,4,41,10,1.31,6377.85,33.758,63.574,38.2,0
C-01261,Mountain Central,School District,Public Sector,19,5247.91,1094.59,2810.28,0,84,4,1.59,702.57,59.313,81.016,20.1,0
C-01262,Mountain North,School District,Public Sector,23,36216.54,14052.92,135015.2,1,73,28,1.28,4821.97,49.796,43.764,40.2,0
C-01263,Mountain Central,School District,Public Sector,7,15661.72,4114.99,24547.33,1,49,32,1.84,767.1,55.022,16.081,38.6,0
C-01264,Mountain Central,Resort,Hospitality,68,71327.23,40428.75,381085.47,2,13,16,2.5,23817.84,34.234,33.724,47.0,0
C-01265,Mountain North,Resort,Hospitality,17,30259.06,15089.33,111997.2,2,40,6,1.87,18666.2,56.312,90.953,34.9,0
C-01266,Mountain Central,Outfitter,Recreation Services,24,41661.4,26040.01,261331.72,2,15,23,4.96,11362.25,47.088,29.297,46.7,1
C-01267,Mountain Central,Outdoor Retail,Retail,12,28069.98,13379.19,95488.73,0,87,23,5.39,4151.68,69.452,66.313,24.8,0
C-01268,Mountain North,Resort,Hospitality,30,27661.37,12994.25,108388.76,2,51,10,3.19,10838.88,46.092,26.092,33.8,0
C-01269,Mountain Central,School District,Public Sector,62,86843.36,50654.86,543441.82,3,27,31,0.68,17530.38,46.507,21.374,65.3,0
C-01270,Mountain Central,School District,Public Sector,38,53795.94,22360.64,187822.08,0,50,14,1.38,13415.86,16.407,6.821,44.1,0
C-01271,Mountain Central,Outdoor Retail,Retail,87,37508.12,19524.7,147684.6,2,17,12,3.08,12307.05,45.556,78.084,35.6,0
C-01272,Mountain Central,Resort,Hospitality,29,28796.2,10239.55,78837.79,1,29,18,6.41,4379.88,31.719,63.521,32.5,0
C-01273,Mountain North,Resort,Hospitality,74,39772.31,20844.25,224568.17,0,56,11,2.58,20415.29,31.494,16.914,30.4,0
C-01274,Mountain Central,Outdoor Retail,Retail,73,35180.5,18057.28,167114.4,1,12,37,2.54,4516.61,68.165,61.726,31.9,0
C-01275,Desert Southwest,Outdoor Retail,Retail,4,18698.83,4976.65,24844.79,2,38,17,2.64,1461.46,22.677,16.257,28.3,0
C-01276,Mountain Central,Outdoor Retail,Retail,14,53192.68,25586.45,236747.47,3,45,14,3.81,16910.53,68.858,54.747,53.5,1
C-01277,Desert Southwest,Resort,Hospitality,37,140823.01,98577.77,1374524.47,2,57,49,1.83,28051.52,48.243,59.589,109.0,1
C-01278,Desert Southwest,School District,Public Sector,5,26219.5,10729.61,77938.06,1,29,9,5.73,8659.78,45.607,13.469,27.8,0
C-01279,Mountain North,School District,Public Sector,5,54228.9,26137.4,272636.03,1,81,11,1.45,24785.09,45.059,15.923,40.6,0
C-01280,Desert Southwest,School District,Public Sector,37,28167.27,10748.56,70242.5,3,22,10,2.54,7024.25,29.231,97.648,40.5,0
C-01281,Mountain Central,Outdoor Retail,Retail,48,59981.85,34718.02,409616.39,4,8,23,3.21,17809.41,53.719,56.254,69.8,0
C-01282,Mountain North,School District,Public Sector,17,44226.6,22999.59,179483.62,3,15,16,2.85,11217.73,74.649,92.605,51.1,0
C-01283,Mountain North,Outdoor Retail,Retail,18,26887.6,11355.21,60929.96,1,13,7,1.26,8704.28,56.522,60.634,25.2,0
C-01284,Mountain Central,Outfitter,Recreation Services,33,61630.76,29024.17,340586.28,0,6,37,5.21,9205.03,38.356,5.338,36.5,0
C-01285,Mountain Central,Resort,Hospitality,33,36080.19,17734.59,162500.5,0,29,11,2.36,14772.77,56.899,49.01,17.4,0
C-01286,Mountain Central,Resort,Hospitality,28,103901.28,47718.91,484943.21,0,54,22,3.32,22042.87,26.593,66.414,53.6,0
C-01287,Mountain Central,Outfitter,Recreation Services,54,13935.68,5069.95,23714.88,1,21,18,8.96,1317.49,52.636,69.008,19.3,0
C-01288,Mountain North,Outfitter,Recreation Services,84,41932.76,22239.48,177321.46,4,9,8,4.36,22165.18,36.006,57.107,39.6,1
C-01289,Mountain Central,Resort,Hospitality,24,10320.14,2068.0,9689.52,2,4,12,6.69,807.46,52.659,84.448,18.4,0
C-01290,Mountain Central,School District,Public Sector,39,52342.46,31107.23,355832.45,1,32,18,2.47,19768.47,69.053,85.028,59.0,0
C-01291,Mountain Central,Outdoor Retail,Retail,10,64777.41,35047.9,347188.14,0,8,16,3.8,21699.26,51.219,70.859,45.8,0
C-01292,Desert Southwest,School District,Public Sector,40,37184.85,15346.93,119210.88,4,23,30,0.0,3973.7,57.382,50.574,51.3,0
C-01293,Mountain Central,Outfitter,Recreation Services,37,33466.46,16886.74,130577.74,2,22,10,3.82,13057.77,50.788,47.608,34.8,0
C-01294,Desert Southwest,School District,Public Sector,35,30297.99,15783.47,129813.24,1,39,7,1.47,18544.75,47.546,45.549,37.7,0
C-01295,Mountain North,Outdoor Retail,Retail,29,35650.63,18550.1,172561.39,4,27,27,7.77,6391.16,50.32,16.714,29.1,0
C-01296,Mountain North,Resort,Hospitality,25,52585.48,27519.62,238109.18,1,14,23,3.79,10352.57,75.239,71.287,33.8,0
C-01297,Desert Southwest,Outdoor Retail,Retail,13,48092.01,25817.56,237355.86,2,14,10,5.73,23735.59,26.518,40.472,43.8,0
C-01298,Mountain Central,Outdoor Retail,Retail,1,48819.91,21888.35,195855.43,2,70,20,4.05,9792.77,44.133,81.446,43.4,0
C-01299,Mountain North,School District,Public Sector,21,59978.35,26884.17,231804.19,3,94,15,2.5,15453.61,34.48,22.288,52.7,0
C-01300,Mountain Central,School District,Public Sector,45,24082.66,11642.06,62432.15,1,37,7,0.8,8918.88,41.299,54.412,35.9,0
C-01301,Mountain Central,School District,Public Sector,42,48163.5,25078.9,233944.32,0,75,20,3.15,11697.22,37.424,88.156,43.1,0
C-01302,Mountain North,Outdoor Retail,Retail,13,16425.24,4897.72,23189.08,1,16,5,5.25,4637.82,46.758,31.946,23.2,0
C-01303,Mountain Central,Outfitter,Recreation Services,21,55709.41,32281.72,275237.74,4,29,31,5.14,8878.64,32.063,99.142,36.7,0
C-01304,Mountain Central,Resort,Hospitality,41,18037.13,7062.45,34445.71,0,80,11,4.14,3131.43,44.626,38.529,17.3,1
C-01305,Desert Southwest,School District,Public Sector,31,28823.3,13676.01,120103.35,1,12,12,0.64,10008.61,54.253,27.738,32.8,0
C-01306,Desert Southwest,Outdoor Retail,Retail,35,59509.82,36573.16,366965.08,2,22,24,6.76,15290.21,57.795,34.749,58.4,0
C-01307,Mountain Central,Outdoor Retail,Retail,7,7953.65,1030.15,2947.03,0,12,25,0.94,117.88,49.713,3.34,20.6,0
C-01308,Mountain Central,School District,Public Sector,9,26762.4,9470.8,57361.66,2,35,25,0.0,2294.47,43.693,54.351,31.3,0
C-01309,Mountain North,School District,Public Sector,35,12903.92,4398.98,25298.52,0,27,16,1.83,1581.16,29.484,22.912,18.2,0
C-01310,Mountain Central,Outdoor Retail,Retail,19,20759.07,6319.01,39155.61,4,61,7,3.1,5593.66,66.846,73.656,36.8,0
C-01311,Mountain Central,School District,Public Sector,65,36973.74,15577.58,101164.61,2,10,24,0.96,4215.19,33.518,84.631,45.0,0
C-01312,Desert Southwest,Outdoor Retail,Retail,7,7314.58,500.0,2000.0,0,58,9,4.28,222.22,65.489,66.372,23.0,0
C-01313,Mountain Central,School District,Public Sector,23,47486.13,20984.81,166389.35,0,30,21,2.91,7923.3,45.315,7.88,40.1,0
C-01314,Mountain Central,Outfitter,Recreation Services,19,9095.23,2633.66,12312.66,2,3,8,2.21,1539.08,42.689,45.146,16.8,1
C-01315,Mountain Central,School District,Public Sector,72,68630.67,41976.85,399790.22,3,82,16,2.47,24986.89,68.987,92.137,68.5,0
C-01316,Mountain North,Outdoor Retail,Retail,23,28077.01,8259.57,59335.41,2,72,18,3.72,3296.41,70.309,35.223,37.7,1
C-01317,Mountain North,School District,Public Sector,9,52762.81,27609.15,236644.97,1,50,20,4.15,11832.25,41.16,91.129,55.2,0
C-01318,Mountain Central,Outdoor Retail,Retail,12,33088.57,15239.01,113185.74,3,14,5,4.96,22637.15,54.836,47.269,34.3,0
C-01319,Mountain North,Outfitter,Recreation Services,19,72540.16,46997.54,555078.03,2,32,25,2.75,22203.12,43.666,40.032,54.4,0
C-01320,Mountain North,Outdoor Retail,Retail,14,25166.6,11407.58,88241.95,2,31,15,6.73,5882.8,44.847,63.894,16.2,1
C-01321,Mountain North,Outdoor Retail,Retail,2,30907.99,10808.29,80794.53,1,74,17,6.16,4752.62,29.902,15.573,16.8,0
C-01322,Mountain North,Outdoor Retail,Retail,28,62509.41,34597.38,286200.02,1,21,21,9.35,13628.57,22.248,92.789,48.4,0
C-01323,Mountain Central,Outfitter,Recreation Services,11,9197.09,1300.65,4906.63,0,58,4,5.62,1226.66,37.684,77.716,22.9,0
C-01324,Mountain North,Outdoor Retail,Retail,22,34359.52,15508.33,109316.59,5,15,8,1.15,13664.57,37.78,4.32,55.3,1
C-01325,Desert Southwest,Outdoor Retail,Retail,13,19881.9,7283.23,48187.26,0,53,13,4.0,3706.71,71.411,74.607,12.4,0
C-01326,Mountain North,Outdoor Retail,Retail,21,39871.4,17909.3,158366.7,3,78,34,3.98,4657.84,68.476,71.966,36.2,0
C-01327,Mountain North,Outdoor Retail,Retail,31,31419.75,12862.08,93526.76,0,78,19,4.53,4922.46,21.743,89.492,19.5,0
C-01328,Mountain Central,Outdoor Retail,Retail,16,9095.71,1824.08,7093.06,2,65,8,2.53,886.63,51.389,11.549,34.1,0
C-01329,Mountain North,Outdoor Retail,Retail,26,17412.49,6668.36,36973.2,1,9,21,2.84,1760.63,54.544,77.485,25.8,0
C-01330,Mountain Central,School District,Public Sector,79,16713.05,4552.82,30566.86,1,12,18,3.28,1698.16,45.787,83.738,16.9,0
C-01331,Mountain Central,School District,Public Sector,37,86310.42,52714.46,588213.13,1,41,17,1.21,34600.77,49.974,18.322,72.2,0
C-01332,Mountain North,Resort,Hospitality,15,56852.63,30197.78,255703.88,2,38,14,4.93,18264.56,25.436,21.535,53.0,0
C-01333,Mountain Central,Outdoor Retail,Retail,9,44961.66,24159.05,255658.6,2,10,20,5.54,12782.93,40.455,4.779,39.4,1
C-01334,Desert Southwest,Outdoor Retail,Retail,44,42255.36,23938.01,232057.3,0,16,9,3.52,25784.14,48.808,63.567,43.6,0
C-01335,Mountain Central,School District,Public Sector,34,34838.33,20664.93,207218.57,2,39,9,1.96,23024.29,41.459,22.947,43.6,0
C-01336,Desert Southwest,Outdoor Retail,Retail,8,47571.2,28626.79,298776.09,4,85,28,4.09,10670.57,79.272,19.692,58.2,1
C-01337,Desert Southwest,Outdoor Retail,Retail,41,20782.27,7545.46,49722.37,0,59,6,5.09,8287.06,57.06,9.707,16.5,1
C-01338,Mountain Central,School District,Public Sector,23,18373.61,8840.35,68005.76,0,4,15,0.0,4533.72,91.059,3.239,28.3,0
C-01339,Mountain Central,School District,Public Sector,36,63749.41,39633.59,383764.47,1,53,17,2.11,22574.38,57.13,75.997,58.9,0
C-01340,Desert Southwest,Resort,Hospitality,10,7647.15,1877.38,4365.52,1,24,21,1.46,207.88,74.408,99.15,14.0,0
C-01341,Desert Southwest,Outdoor Retail,Retail,42,53977.69,27459.71,256067.19,2,40,19,4.8,13477.22,71.591,54.847,36.8,0
C-01342,Mountain Central,Outdoor Retail,Retail,27,69243.59,33699.92,318313.02,0,51,18,2.01,17684.06,30.681,0.794,46.8,0
C-01343,Mountain Central,School District,Public Sector,14,39351.64,18470.6,163981.74,4,46,13,0.21,12613.98,48.44,30.662,46.2,1
C-01344,Mountain Central,Outdoor Retail,Retail,62,13568.59,6152.44,38206.78,5,17,15,5.13,2547.12,62.203,68.744,39.0,1
C-01345,Desert Southwest,Resort,Hospitality,23,42954.29,19407.19,164311.94,2,7,12,4.79,13692.66,21.239,32.186,37.6,0
C-01346,Desert Southwest,Resort,Hospitality,57,96163.5,55032.74,606526.16,1,14,28,5.38,21661.65,18.559,37.759,66.2,0
C-01347,Desert Southwest,Outdoor Retail,Retail,52,48709.03,25205.21,239599.34,0,65,33,4.28,7260.59,87.277,69.073,29.7,0
C-01348,Mountain North,School District,Public Sector,19,22051.74,8411.49,58457.45,3,50,10,3.91,5845.75,72.305,58.409,41.9,0
C-01349,Desert Southwest,School District,Public Sector,14,15575.67,4588.31,26355.09,2,73,6,0.27,4392.51,63.963,49.757,37.3,0
C-01350,Mountain Central,Outdoor Retail,Retail,28,35317.46,15562.7,129468.11,2,50,11,1.87,11769.83,72.575,46.665,49.6,1
C-01351,Mountain Central,Resort,Hospitality,31,38968.13,17589.3,156250.32,1,30,6,2.75,26041.72,32.014,89.634,47.5,0
C-01352,Mountain Central,Resort,Hospitality,8,30260.29,13961.19,114251.12,3,32,11,1.54,10386.47,27.97,5.527,47.4,0
C-01353,Desert Southwest,Outdoor Retail,Retail,49,50401.5,26089.92,234311.65,2,54,25,5.12,9372.47,35.455,24.495,36.7,1
C-01354,Mountain North,Resort,Hospitality,15,32810.83,12008.72,92636.44,1,24,20,3.68,4631.82,63.839,70.952,13.7,0
C-01355,Mountain North,Outdoor Retail,Retail,5,24660.93,9684.85,62182.44,3,20,15,3.39,4145.5,61.504,66.163,31.5,0
C-01356,Mountain Central,Resort,Hospitality,29,37275.62,20764.66,186168.77,4,16,12,0.0,15514.06,76.082,82.295,38.2,0
C-01357,Desert Southwest,Outdoor Retail,Retail,45,27886.31,10343.36,85240.31,1,19,15,3.92,5682.69,30.446,6.876,31.2,0
C-01358,Desert Southwest,Resort,Hospitality,34,32549.23,18385.75,152698.03,1,30,10,2.86,15269.8,49.5,24.985,40.5,0
C-01359,Mountain North,Resort,Hospitality,52,64473.54,35502.33,335485.36,2,117,32,1.86,10483.92,68.246,6.764,29.6,0
C-01360,Mountain Central,Outdoor Retail,Retail,63,38126.58,23061.95,193998.75,4,22,17,2.94,11411.69,64.979,99.192,50.5,0
C-01361,Mountain Central,Outfitter,Recreation Services,43,42742.06,20585.72,195763.13,1,81,11,4.25,17796.65,27.733,68.565,37.2,1
C-01362,Mountain Central,School District,Public Sector,17,14539.13,4810.57,27449.48,4,45,23,0.21,1193.46,74.964,37.444,41.7,0
C-01363,Mountain Central,Outfitter,Recreation Services,23,80837.01,48416.03,523351.48,0,25,19,4.04,27544.81,50.421,66.901,52.3,0
C-01364,Mountain Central,Outdoor Retail,Retail,33,12386.44,3386.48,21437.19,1,18,14,4.66,1531.23,49.953,56.508,23.1,0
C-01365,Mountain Central,Outfitter,Recreation Services,75,29596.97,12534.14,131539.17,1,9,21,6.14,6263.77,35.34,80.667,25.2,0
C-01366,Mountain North,Resort,Hospitality,49,54685.05,30432.28,321768.05,2,11,14,0.93,22983.43,66.329,15.901,49.6,0
C-01367,Mountain Central,Outdoor Retail,Retail,9,12141.7,4027.37,15704.51,2,31,13,4.17,1208.04,38.748,38.055,22.7,1
C-01368,Desert Southwest,Resort,Hospitality,28,16713.84,5330.44,34615.21,4,9,14,6.07,2472.52,64.797,7.377,35.4,1
C-01369,Mountain Central,Outdoor Retail,Retail,54,22737.37,8631.62,57097.78,1,36,13,3.81,4392.14,27.357,40.663,21.1,0
C-01370,Mountain Central,Outdoor Retail,Retail,54,23112.37,6058.1,38964.57,1,13,11,4.38,3542.23,-3.054,14.118,20.8,1
C-01371,Desert Southwest,Outdoor Retail,Retail,36,157586.31,107667.68,1459604.46,3,52,50,4.75,29192.09,41.311,33.027,116.8,0
C-01372,Mountain Central,Outdoor Retail,Retail,34,50804.65,29590.35,318511.18,5,34,13,3.61,24500.86,45.39,73.623,56.9,0
